status,record_id,skip_reason,state_code,year,title,url,place_name,date_band
skipped,14,duplicate_existing_record,WA,1983,"Kalamundra, Western Australia 1983",https://www.yowiehunters.com.au/western-australia/1135-kalamundra-1983,,modern_1970_present
skipped,15,duplicate_existing_record,WA,1991,"Australind, Western Australia 1991",https://www.yowiehunters.com.au/western-australia/1812-australind-western-australia-1991,,modern_1970_present
skipped,16,duplicate_existing_record,WA,1993,"Exmouth, Western Australia 1993",https://www.yowiehunters.com.au/western-australia/2016-exmouth-western-australia-1993,,modern_1970_present
skipped,17,duplicate_existing_record,WA,2000,"Coral Bay, Western Australia 2000",https://www.yowiehunters.com.au/western-australia/1146-coral-bay-2000,,modern_1970_present
skipped,18,duplicate_existing_record,WA,2000,"Lancedin, Western Australia 2000",https://www.yowiehunters.com.au/western-australia/2297-lancedin-western-australia-2000,,modern_1970_present
skipped,19,duplicate_existing_record,WA,2008,"Greenbushes, Western Australia 2008",https://www.yowiehunters.com.au/western-australia/2030-greenbushes-western-australia-2008,,modern_1970_present
skipped,20,duplicate_existing_record,WA,2011,"Donnybrook, Western Australia 2011",https://www.yowiehunters.com.au/western-australia/1676-donnybrook-western-australia-2011,,modern_1970_present
skipped,21,duplicate_existing_record,WA,2011,"Mandurah, Western Australia 2011",https://www.yowiehunters.com.au/western-australia/1831-mandurah-western-australia-2011,,modern_1970_present
skipped,22,duplicate_existing_record,WA,2020,"Jarrahdale, Western Australia 2020",https://www.yowiehunters.com.au/western-australia/2250-jarrahdale-western-australia-2020,,modern_1970_present
skipped,23,duplicate_existing_record,WA,2022,"Alcoa Wetlands, Western Australia 2022",https://www.yowiehunters.com.au/western-australia/2292-alcoa-wetlands-western-australia-2022,,modern_1970_present
skipped,24,duplicate_existing_record,SA,1992,"Willunga, South Australia 1992",https://www.yowiehunters.com.au/south-australia/241-willungra-1992,,modern_1970_present
skipped,25,duplicate_existing_record,SA,1993,"Yalata, South Australia 1993",https://www.yowiehunters.com.au/south-australia/1849-yalata-south-australia-1993,,modern_1970_present
skipped,26,duplicate_existing_record,SA,1995,"Roxby Downs, South Australia 1995",https://www.yowiehunters.com.au/south-australia/1144-roxby-downs-1995,,modern_1970_present
skipped,27,duplicate_existing_record,SA,2014,"Wilpena Pound, South Australia 2014",https://www.yowiehunters.com.au/south-australia/1805-wilpena-pound-south-australia-2014,,modern_1970_present
skipped,28,duplicate_existing_record,SA,2015,"Sixth Creek - Adelaide Hills, South Australia 2015",https://www.yowiehunters.com.au/south-australia/1882-sixth-creek-adelaide-hills-south-australia-2015,,modern_1970_present
skipped,29,duplicate_existing_record,SA,2016,"Loxton, South Australia 2016",https://www.yowiehunters.com.au/south-australia/1856-loxton-south-australia-2016,,modern_1970_present
skipped,30,duplicate_existing_record,SA,2016,"Poochera, South Australia 2016",https://www.yowiehunters.com.au/south-australia/1969-poochera-south-australia-2016,,modern_1970_present
skipped,31,duplicate_existing_record,NT,1979,"Darwin (Fannie Bay), Northern Territory 1979",https://www.yowiehunters.com.au/northern-territory/2138-darwin-fannie-bay-northern-territory-1979,,modern_1970_present
skipped,32,duplicate_existing_record,NT,1987,"Yambah Station, Northern Territory 1987",https://www.yowiehunters.com.au/northern-territory/271-yambah-station-1987,,modern_1970_present
skipped,33,duplicate_existing_record,NT,1995,"Berry Springs, Northern Territory 1995",https://www.yowiehunters.com.au/northern-territory/1912-berry-springs-northern-territory-1995,,modern_1970_present
skipped,34,duplicate_existing_record,NT,1997,"Acacia Hills, Northern Territory 1997 (1)",https://www.yowiehunters.com.au/northern-territory/270-acacia-hills-1997-sp-8502,,modern_1970_present
skipped,35,duplicate_existing_record,NT,1997,"Acacia Hills, Northern Territory 1997 (2)",https://www.yowiehunters.com.au/northern-territory/268-acacia-hills-1998,,modern_1970_present
skipped,36,duplicate_existing_record,NT,1998,"Acacia Hills & Humpty Doo, Northern Territory 1998",https://www.yowiehunters.com.au/northern-territory/2291-acacia-ridge-humpty-doo-northern-territory-1998,,modern_1970_present
skipped,37,duplicate_existing_record,NT,1998,"Adelaide River, Northern Territory 1998",https://www.yowiehunters.com.au/northern-territory/267-adelaide-river-1998,,modern_1970_present
skipped,38,duplicate_existing_record,NT,1998,"Tanima Desert, Northern Territory 1998",https://www.yowiehunters.com.au/northern-territory/1242-tanima-desert-nt-1998,,modern_1970_present
skipped,39,duplicate_existing_record,NT,2001,"Kings Canyon, Northern Territory 2001",https://www.yowiehunters.com.au/northern-territory/1552-kings-canyon-northern-territory-2001,,modern_1970_present
